URL,TEXT
https://takecontrol.substack.com/p/melatonin-in-mitochondria, As noted by the authors: “In conclusion this study is observational and therefore any causal interpretation needs to be taken with caution.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, However if the relationship identified proves to be causal it suggests that optimizing sun exposure may be a possible public health intervention.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Given that the effect appears independent of a vitamin D pathway it suggests possible new COVID-19 therapies and the importance of exploring the role of circulating NO [nitric oxide].
https://takecontrol.substack.com/p/melatonin-in-mitochondria,”Here they speculated that nitric oxide which is produced in response to UVA could be the key as nitric oxide has been shown to limit SARS-CoV-2 replication in vitro in addition to normalizing your blood pressure.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,But while it’s true that nitric oxide rises in response to sunlight (specifically UVA and near-infrared) Seheult believes the primary mechanism at work here is melatonin because it’s produced in response to the infrared spectrum which makes up a much greater portion of the solar spectrum than ultraviolet and works regardless of the angle at which it hits the earth.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Hence the southern part of England can have lower COVID deaths than the northern part even though the entire country is too far north for vitamin D production.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Understanding Solar EnergyAs you can see from the illustration above 39% of the solar spectrum is what we see as visible light.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, The majority of the solar spectrum 54% is infrared 11which is not visible but rather felt as heat. Ultraviolet light accounts for only 7% of the solar spectrum and vitamin D is specifically produced in response to UVB radiation which is only a small part of the ultraviolet spectrum.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Melatonin is produced inside your mitochondria in response to near-infrared radiation which is part of the infrared spectrum.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Because near-infrared has a much longer wavelength than ultraviolet it can penetrate much deeper into your body reaching cells in your subcutaneous tissue and not just on your skin.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Near-infrared is not seen but rather felt as warmth. Its penetrative power (heat) also means it can penetrate lightweight clothing.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Melatonin Combats Oxidative Stress Day and Night Your mitochondria produce ATP the energy currency of your cells. A byproduct of this ATP production are reactive oxidative species (ROS) which are responsible for oxidative stress.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Excessive amounts of ROS will damage your mitochondria contributing to suboptimal health inflammation and chronic health conditions such as diabetes obesity and thrombosis (blood clots).
https://takecontrol.substack.com/p/melatonin-in-mitochondria,The good news is your body has a built-in way to counteract these ROS. Inside your mitochondria you also have an antioxidant system and the main antioxidant is melatonin.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, (Melatonin also upregulates your glutathione pathway.) “During the day near-infrared rays from the sun penetrate deep into your body and activate cytochrome c oxidase which in turn stimulates the production of melatonin inside your mitochondria.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,” Melatonin is perhaps best known as a sleep regulating hormone. At night the level produced by your pineal gland rises which help make you sleepy and ready for bed.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, As the sun rises and morning dawns the level automatically recedes allowing you to wake up.But that’s not all melatonin does.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, As melatonin is released at night it travels through your circulatory system and is taken up by cells. Once inside the melatonin mops up excessive ROS.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Melatonin also helps counteract damaging ROS during the day but through a different pathway. During the day near-infrared rays from the sun penetrate deep into your body and activate cytochrome c oxidase which in turn stimulates the production of melatonin inside your mitochondria.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Melatonin and Sunlight Are Intimately Connected Melatonin and sunlight are intimately linked and their relationship is unique in the fact that there are two forms of melatonin circulatory and subcellular or that produced by the pineal gland and secreted into the blood and that produced by your mitochondria and used there locally.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Both appear to be controlled by either the absence of sunlight or the presence of sunlight. While circulatory melatonin may be the “hormone of darkness” subcellular melatonin is the “hormone of daylight.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,” Since the beginning of human history people have lived and worked outdoors during the light of day absorbing light energy from the sky.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, An average of 10 hours outdoors each day 70 hours weekly was common. Today we spend an average of fewer than 30 minutes a day or a mere three hours per week in daylight according to a study by Dr.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Daniel Kripke professor of psychiatry at UC San Diego. 12 It is likely that near-infrared (IR) photons stimulate subcellular melatonin synthesis in your mitochondria through cyclic adenosine monophosphate (cAMP) or NF-kB activation or alternatively by stimulating bone marrow stem cells.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, 13However if you fail to expose your skin to sufficient near-IR light from the sun than your mitochondria will have seriously depleted melatonin levels that can’t be corrected through supplementation.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Melatonin’s Role in COVID Alright so what does all of this have to do with treating COVID? For this we need to snake our way through some biology.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Angiotensin 2 is a pro-oxidant that is converted into angiotensin 17 an antioxidant by the ACE2 enzyme. ACE2 is the same enzyme the SARS-CoV-2 spike protein attaches to and uses to enter the cell.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Angiotensin 2 increases blood pressure while angiotensin 17 lowers it by relaxing your vasculature. If you have high angiotensin 2 you’ll have higher ROS in the cell which as mentioned is detrimental as it damages the machinery of the cell.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Angiotensin 17 on the other hand will decrease ROS in the cell.The problem you encounter with COVID is that when the virus attaches to the cell it knocks out the ACE2 enzyme (because the spike protein is now bound to it).
https://takecontrol.substack.com/p/melatonin-in-mitochondria, So angiotensin 2 increases angiotensin 17 decreases and the conversion from angiotensin 2 to angiotensin 17 cannot occur.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,As a result ROS increases unchecked inside the cell. SARS-CoV-2 infection also increases white blood cell production and that increases ROS as well.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, The end result of this elevated oxidative stress is blood clots which in turn leads to hypoxemia. Melatonin can break this destructive cycle by mopping up ROS and protecting your mitochondria from destruction.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, 14As noted by Seheult if you’re not getting enough sleep at night and not getting enough sun exposure during the day your mitochondria are basically “running hot” with inflammation.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Melatonin is the coolant that dampens the ROS in your mitochondria.&nbsp; If your mitochondria are already taxed and you come down with COVID the added stress can tip you over the edge.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, If your melatonin system is working well because you’re getting good sleep and plenty of sun exposure you’re more likely to fight off the infection and not have it turn serious.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Seed Oils Increase Your Risk for Both COVID and Sunburn This may seem like a tangent but it’s an important one. Linoleic acid (LA) makes up the bulk — about 60% to 80% — of the omega-6 fat you consume and it’s a primary contributor to nearly all chronic diseases.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, While formerly thought an essential fat when consumed in excessive amounts LA actually acts as a metabolic poison.At a molecular level excess LA consumption damages your metabolism and impedes your body’s ability to generate energy in the mitochondria.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Polyunsaturated fats such as LA are highly susceptible to oxidation which means the fat breaks down into harmful subcomponents.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Oxidized LA metabolites (OXLAMs) are what cause the damage.Over the last 150 years the LA in the human diet has increased from 2 to 3 grams a day to 30 or 40 grams.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, It used to make up just 1% to 2% of the energy in our diet and now it makes up 15% to 20%.This massive increase in LA consumption is what likely contributes to the increased oxidative stress in your body contributing to an increased risk for virtually every chronic degenerative disease.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Primary sources are seed oils and processed foods (which contain seed oils). Conventionally-raised chicken and pork are other common sources thanks to the LA-rich grains they’re fed.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, As indicated in the subhead high LA intake can raise both your risk for sunburn (which you don’t want as that’s what’s contributes to skin cancer) and your risk for COVID.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Eliminating seed oils from your diet will dramatically reduce your risk of sunburn and skin cancer as susceptibility to UV radiation damage is controlled by the level of PUFAs in your diet.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, It’s almost like a dial. The PUFAs control how rapidly your skin burns and how rapidly you develop skin cancer.As for LA’s impact on COVID consider this: The key toxin that produces the symptoms of acute respiratory distress syndrome (ARDS) is called leukotoxin which is made from LA by white blood cells to kill pathogens.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Basically the white blood cells convert the LA into leukotoxin which contributes to the inflammatory domino effect Seheult describes.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Leukocytes incubated with LA convert all of the LA into this toxin until there's none left so a major part of the disease process in ARDS is the conversion of LA into leukotoxin.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, That appears to be what’s killing many COVID patients. So in summary simply eliminating (or radically reducing) seed oils and conventional chicken and pork from your diet can go a long way toward:Reducing your risk of sunburn thus allowing you to get plenty of worry-free sun exposure to raise your vitamin D level increase nitric oxide and boost melatonin production in your mitochondriaLowering your risk of COVID complications by limiting the conversion of LA into leukotoxin How Melatonin Is Created in Your MitochondriaWhile Seheult focuses on the role of melatonin in COVID-19 the paper “Melatonin in Mitochondria: Mitigating Clear and Present Dangers” 15goes into much broader applications.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Again melatonin is important for fighting cancer and mitochondrial dysfunction plays a central role in most all chronic disease including cancer Parkinson’s Alzheimer’s disease heart disease and Type 2 diabetes just to name a few.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, The paper also describes in far greater detail the mechanism for how melatonin is created within the mitochondria: 16“In normal cells mitochondria account for energy (ATP) production which results from glucose metabolism (glycolysis) and cellular respiration (oxidative phosphorylation or OXPHOS) in the inner mitochondrial membrane.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Glycolysis which occurs in the cytosol generates pyruvate which is actively transported into the mitochondrial matrix.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Here pyruvate is converted to acetyl-CoA the latter linking glycolysis with the citric acid cycle in the mitochondrial matrix and thus coupling it to ATP production.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Acetyl-CoA is also an essential co-factor for N-acetyltransferase (AANAT) which converts serotonin to N-acetylserotonin the precursor of melatonin; AANAT activity rate limits melatonin synthesis.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,In contrast to normal cells many solid tumor cells allow the metabolism of glucose to pyruvate in the cytosol but restricts the transfer of pyruvate into the mitochondria; this is known as the Warburg effect .
https://takecontrol.substack.com/p/melatonin-in-mitochondria,.. The Warburg effect allows cancer cells to rapidly proliferate avoid apoptosis and enhance the invasiveness and metastatic processes characteristic of tumors.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,” The Warburg Effect in COVIDInterestingly the Warburg effect is also at play in COVID. As explained in a June 2020 study 17that found melatonin inhibited COVID-19-induced cytokine storm when your immune cells are in a hyper-inflammatory state their metabolism changes in a way similar to that of cancer cells: “Similar to cancer cells … immune cells such as macrophages/monocytes under inflammatory conditions abandon mitochondrial oxidative phosphorylation for ATP production in favor of cytosolic aerobic glycolysis (also known as the Warburg effect) …The change to aerobic glycolysis allows immune cells to become highly phagocytic accelerate ATP production intensify their oxidative burst and to provide the abundant metabolic precursors required for enhanced cellular proliferation and increased synthesis and release of cytokines .
https://takecontrol.substack.com/p/melatonin-in-mitochondria,..Because of melatonin's potent antioxidant and anti-inflammatory activities it would normally reduce the highly proinflammatory cytokine storm and neutralize the generated free radicals thereby preserving cellular integrity and preventing lung damage.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,” Optimize Your Health With Sensible Sun Exposure Basically what “Melatonin in Mitochondria” found is that melatonin is an ideal target when trying to combat mitochondria-related diseases and cancer because it has ready access to and is synthesized in your mitochondria right where the oxidative stress occurs.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, By reprogramming the faulty glucose metabolism melatonin can optimize mitochondrial function and curtail cancer growth.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Remember taking melatonin supplements will not transfer to increasing mitochondrial melatonin production. It needs to be produced near your mitochondria and not float down from your pineal gland.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, So oral supplementation is not a substitute for going outside during the day.If you take it during the day you’re tricking your body into thinking it’s nighttime which could cause problems.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, As far as we know the best way to increase mitochondrial melatonin is to optimize your near-IR exposure through regular sunlight exposure.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,As you can see in the graph above unlike increasing vitamin D you have a much broader window where you can get near-IR exposure.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Interestingly spending time in nature is another way to increase your IR levels as most green plants and trees reflect IR.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, This is likely why forest bathing is so healthy.The good news is you don’t have to be close to naked to benefit as you do when optimizing your vitamin D production.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, The near-infrared radiation will penetrate lightweight clothing. So you can cover yourself to prevent sunburn if you’re outside for a longer period of time while still getting the near-infrared that you need.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, (Also remember what I just told you about eliminating LA from your diet to cut your sunburn risk.) That said you will absorb more IR on your bare skin.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,The other side of the equation is avoiding bright light late at night. To optimize melatonin release in your pineal gland at night avoid blue light-emitting gadgets at least a couple of hours before bed and keep the lighting in your room dim.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Blue-blocking glasses can also be used. Once in bed makes sure your room is pitch black as even a small amount of light can interfere with melatonin production.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,Together sun exposure during the day and keeping it dark at night will ensure your mitochondria are being bathed — day and night — in melatonin that reduces harmful ROS.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, So as suggested by Seheult try to spend more time outdoors especially if you’re sick (whether it be COVID or some other respiratory infection) or battle chronic disease.
https://takecontrol.substack.com/p/melatonin-in-mitochondria,&nbsp;Access this content 48 hours faster by subscribing to the FREE Mercola Health Newsletter today.Subscribe to Mercola NewsletterDisclaimer: The entire contents of this website are based upon the opinions of Dr.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, Mercola unless otherwise noted. Individual articles are based upon the opinions of the respective author who retains copyright as marked.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, The information on this website is not intended to replace a one-on-one relationship with a qualified health care professional and is not intended as medical advice.
https://takecontrol.substack.com/p/melatonin-in-mitochondria, It is intended as a sharing of knowledge and information from the research and experience of Dr. Mercola and his community.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,`STORY AT-A-GLANCE Researchers found an association between vitamin D and leptin levels. The hormone leptin is secreted by fat cells in proportion to fat deposits signaling the hypothalamus to regulate energy balanceResearchers have found those with nonalcoholic fatty liver disease (NAFLD) often present with vitamin D deficiency; however the research into supplementation is not consistent potentially because supplement doses are not high enough to affect a changeVitamin D is metabolized in the liver and undergoes further hydroxylation in the kidney producing 125 dihydroxyvitamin D3 upregulating a transcription factor used to reduce reactive oxygen species and decrease cellular agingVitamin D insufficiency is linked to several negative health conditions including cancer and cardiovascular disease.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, While it is best to optimize vitamin D levels with safe sun exposure if you find supplementation is necessary after a serum vitamin D test also supplement with magnesium and vitamin K2 (MK-7)AdvertisementEditor’s Note: This article is a reprint.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, It was originally published July 29 2019. Your body needs vitamins and certain nutrients to grow and develop normally.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Vitamin D is one of them. Although not technically a vitamin — it's actually a fat-soluble hormone that transforms into vitamin D in your body — it's important to several different bodily processes.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, It's not commonly found in foods but is added to some processed foods. It's also available in supplement form. 1 2 Optimally your body will make vitamin D when your skin is exposed to sunlight; hence it's also known as the sunshine vitamin.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 3As mentioned it plays a number of roles in the body including helping the gut absorb calcium necessary for strong bones 4modulating cell growth and optimizing your neuromuscular and immune functions.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 5 To date the best indicator of vitamin D status is your serum (blood) concentration of 25-hydroxy Vitamin D also called 25-OH vitamin D.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 6Blood test results serve as a biomarker of your exposure to vitamin D. 7 Chronic deficiency results in bone diseases such as rickets and skeletal deformities.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Research has also demonstrated that insufficiencies 8are associated with disease. 9 10More recently scientists have been looking at the association between vitamin D andleptin  11a hormone which controls your hunger 12and the effects vitamin D may have on antiaging.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 13 Physiological Link Between Leptin Vitamin D and AdiposeCanadian researchers looked at the association between elevated leptin levels vitamin D deficiency and their relationship to adipose tissue.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 14They enrolled 113 men with a sedentary lifestyle who had abdominal obesity were not taking a vitamin D supplement or had dyslipidemia.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,The participants were involved in a lifestyle modification program over one year during which they were individually counseled by a nutritionist and kinesiologist every two weeks for the first four months.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, The goal was to reduce their calorie intake by 500 calories per day and increase their daily physical activity and exercise.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 15After the first four months the participants continued to be counseled once a month. At the beginning and end of the one-year study a CT scan was done to map adipose deposits.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Cardiometabolic biomarkers were also measured. The researchers found that after making lifestyle changes participants showed an increase in their vitamin D levels that was inversely correlated with their leptin levels.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 16In other words as their vitamin D levels rose their leptin levels fell.The participants were taking more steps per day and their heart rates were lower at a treadmill pace lower than their maximum effort after one year.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Additionally the researchers found an association between levels of vitamin D and the volume in adipose tissue deposits.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 17 The scientists felt this supported a possible physiological link between the two measurements which was independent from fat cell deposits.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, This led to a recommendation for lifestyle modifications to lower leptin levels in the clinical management of vitamin D deficiency.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 18 Interaction of Leptin and Weight ManagementThe hormone leptin is directly connected to body fat and obesity making it important for those who are struggling with weight management.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, It is an adipokine or a cell signaling protein (cytokine) released by fat cells in proportion to the fat deposits. 19For a long time fat tissue was considered to be the body's inert tissue for storing energy.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 20 In 1994 the discovery of leptin marked an immediate change in an understanding of the function of body fat. 21There are two forms of fat tissue white and brown.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,Brown adiposetissue is found more frequently in newborns distributed above the collarbone and around the neck area. 22The primary function is generating heat.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,White adipose tissue is located throughout the body and sometimes referred to as subcutaneous or visceral fat. 23One of the physiological functions of white fat is to regulate metabolism through the secretion of leptin.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 24Leptin sends signals to the hypothalamus where it helps regulate your energy balance and turn on or turn off your hunger response.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,For instance lower levels of leptin will trigger an increase in your appetite. But because leptin is secreted in proportion to the amount of fat cells in your body as you lose weight your appetite increases with lower levels of the hormone.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 25This can make weight management more challenging.As you produce more fat cells they produce more leptin which normally lowers the appetite.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Your body does this to maintain a homeostatic level of fat deposits. However with obesity the body may become leptin resistant which is a lack of sensitivity to the hormone.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 26 When this happens you may continue eating because you don't feel satisfied. The body then produces more leptin which increases the levels and continues to drive resistance.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Some people are born having a leptin deficiency; this signals uncontrollable hunger increases energy intake and leads to both severe childhood obesity and delayed puberty.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 27 Is There a Link Between Vitamin D and NAFLD? Results of several studies evaluating links between vitamin D and nonalcoholic fatty liver disease (NAFLD) are not consistent suggesting there may exist another factor not yet explored affecting the results of these studies including the supplementation dosage of vitamin D that should be used.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, A community-based study performed in Taiwan 28sought to look at the association between levels of vitamin D and NAFLD. They studied concurrent symptoms of metabolic syndrome high C-reactive protein and high levels of adipokines including leptin.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Those who had viral hepatitis B or C frequently drank alcohol took a vitamin D supplement steroid treatments were pregnant or refused an abdominal ultrasound were excluded from the study.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, In the end 564 individuals with fatty liver but no viral or alcoholic liver disease were included in the NAFLD group. The control group contained 564 individuals matched for age and gender to the experimental group who had normal ultrasound findings and liver function tests.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, The researchers found those who had deficient or insufficient vitamin D levels had a higher risk of metabolic syndrome.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 29 However they did not find that vitamin D insufficiency or deficiency as defined by the study protocol increased the risk of having NAFLD as compared to those who had a sufficient vitamin D level.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 30In this study normal was considered 30 nanograms per milliliter (ng/mL) insufficiency was 20 to 30 ng/mL and those who had levels less than 20 ng/mL were considered deficient.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,One systematic review of randomized controlled studies on the relationship between vitamin D deficiency and NAFLD found supplementation with vitamin D may improve symptoms.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 31Another found epidemiological studies point toward an association and reinforce the rationale that supplementation may help manage NAFLD.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 32 Other research finds the common coexistence of vitamin D deficiency and NAFLD ay suggest a plausible treatment but the limited number of prospective studies in humans and the lack of consensus in studies led the researchers to conclude it is premature to recommend supplementation with vitamin D for the specific treatment.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 33 The inconsistent evidence may be related to the supplementation dosages used to measure change in those with NAFLD or nonalcoholic steatohepatitis (NASH).
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 34NASH is a form of NAFLD which includes hepatitis. 35In one study using daily supplementation of vitamin D with 2000 IUs for six months low levels of vitamin D were not corrected.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 36 Vitamin D Plays a Role in AntiagingVitamin D is metabolized in the liver to form 25-hydroxy (OH) vitamin D. This then travels to the kidneys where further hydroxylation forms 125 dihydroxyvitamin D.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 37The authors of one study 38looked at the hypothesis that 125 dihydroxyvitamin D3 may have an antiaging effect.They tested the theory that the vitamin would upregulate nuclear factor (erythroid derived 2)-like 2 (Nrf2) thus reducing reactive oxygen species and DNA damage.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 39In the body reactive oxygen species are balanced by an antioxidant system regulated by pathways to ensure response. Nrf2 is found to be one regulator of resistance to oxidants.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 40Nrf2 has the effect of reducing reactive oxygen species and decreasing DNA damage. In combination with increasing cell proliferation and reducing cellular aging researchers were able to demonstrate that mice deficient in 125 (OH)2 D3 survived only 3 months on average.
